delta,ram
0,0.002519226074218728
0.00018446200192556717,0.002519226074218728
0.00031544900048174895,0.002519226074218728
0.0004101699996681418,0.002519226074218728
0.0004983740000170656,0.002519226074218728
0.0005847960019309539,0.002999877929687478
0.0006701880010950845,0.002999877929687478
0.0007626260012330022,0.002999877929687478
0.0008477120027237106,0.002999877929687478
0.0009314039998571388,0.002999877929687478
0.001014632001897553,0.002999877929687478
0.0011085660007665865,0.002999877929687478
0.0012020180001854897,0.002999877929687478
0.0012867139994341414,0.002999877929687478
0.0013693030014110263,0.002999877929687478
0.0014518419993692078,0.002999877929687478
0.001534576000267407,0.002999877929687478
0.0016173969997907989,0.002999877929687478
0.0017068209999706596,0.002999877929687478
0.0017906659995787777,0.002999877929687478
0.0018732940006884746,0.002999877929687478
0.0019568019997677766,0.002999877929687478
0.0020559840013447683,0.003236389160156228
0.002143084002454998,0.003236389160156228
0.002226017000793945,0.003236389160156228
0.002308751001692144,0.003228759765624978
0.002392329002759652,0.003228759765624978
0.0025002319998748135,0.003228759765624978
0.0026474879996385425,0.003228759765624978
0.0028116300018155016,0.003228759765624978
0.002906331999838585,0.003228759765624978
0.0029913409998698626,0.003228759765624978
0.0030750709993299097,0.003228759765624978
0.0031586450022587087,0.003228759765624978
0.0032420110001112334,0.003228759765624978
0.0033260130003327504,0.003228759765624978
0.003409119999560062,0.003228759765624978
0.0035320210008649155,0.003228759765624978
0.0036796550011786167,0.003228759765624978
0.0038529630000994075,0.003228759765624978
0.004014541002106853,0.003228759765624978
0.004172772001766134,0.003228759765624978
0.004327226000896189,0.003228759765624978
0.0044877460022689775,0.003228759765624978
0.00464579099934781,0.003228759765624978
0.004812954000954051,0.003228759765624978
0.004973041002813261,0.003228759765624978
0.005131671001436189,0.003228759765624978
0.005293034002534114,0.003228759765624978
0.005453665002278285,0.003228759765624978
0.005611601001874078,0.003228759765624978
0.005776033001893666,0.003228759765624978
0.005936158999247709,0.003228759765624978
0.00611540300087654,0.003461456298828103
0.006280743000388611,0.003461456298828103
0.006439911001507426,0.003461456298828103
0.006599857999390224,0.003461456298828103
0.006765682999684941,0.003461456298828103
0.0069449090005946346,0.003461456298828103
0.007108347999746911,0.003461456298828103
0.007270016001712065,0.003461456298828103
0.007431441001244821,0.003461456298828103
0.007589471999381203,0.003461456298828103
0.007753787002002355,0.003461456298828103
0.007912791999842739,0.003461456298828103
0.008069040002737893,0.003461456298828103
0.008226257999922382,0.003461456298828103
0.008384231001400622,0.003461456298828103
0.008542258001398295,0.003461456298828103
0.008711214002687484,0.003461456298828103
0.008872705999237951,0.003461456298828103
0.009030111999891233,0.003461456298828103
0.00918609899963485,0.003461456298828103
0.009348591000161832,0.003461456298828103
0.009505014000751544,0.003461456298828103
0.0096624560028431,0.003461456298828103
0.00982773299983819,0.003461456298828103
0.009985627999412827,0.003461456298828103
0.010162369002500782,0.003461456298828103
0.018621156999870436,0.003461456298828103
0.018985787999554304,0.003461456298828103
0.019319320999784395,0.003461456298828103
0.019581030999688664,0.003461456298828103
0,0
