delta,ram
0,0.002024269104003884
0.00017556900093040895,0.002024269104003884
0.0003047800000786083,0.002024269104003884
0.0004007679999631364,0.002024269104003884
0.0005205170000408543,0.002024269104003884
0.0006118960009189323,0.002024269104003884
0.0006977659995754948,0.002024269104003884
0.0007824309996067313,0.002024269104003884
0.0008685290013090707,0.002024269104003884
0.0009522199998173164,0.002024269104003884
0.0010355930007790448,0.002024269104003884
0.0011282110008323798,0.002024269104003884
0.001229591000083019,0.002024269104003884
0.00131599500127777,0.002504920959472634
0.0013998909998917952,0.002504920959472634
0.0014834520006843377,0.002504920959472634
0.0015660780009056907,0.002504920959472634
0.0016488569999637548,0.002504920959472634
0.001732582000840921,0.002504920959472634
0.0018157710001105443,0.002504920959472634
0.001898291000543395,0.002504920959472634
0.001981299999897601,0.002504920959472634
0.002063956000711187,0.002504920959472634
0.002146168000763282,0.002504920959472634
0.0022379550009645754,0.003084754943847634
0.0023209629998746095,0.003084754943847634
0.002434387000903371,0.003084754943847634
0.0025849030007520923,0.003084754943847634
0.002781270999548724,0.003084754943847634
0.0028896290004922776,0.003084754943847634
0.0029772430007142248,0.003084754943847634
0.0030632199996034615,0.003084754943847634
0.0031532230004813755,0.003084754943847634
0.003241123000407242,0.003084754943847634
0.003326101999846287,0.003084754943847634
0.003438226000071154,0.003084754943847634
0.003597397000703495,0.003084754943847634
0.0037502070008486044,0.003084754943847634
0.0039090310001483886,0.003084754943847634
0.004066228000738192,0.003084754943847634
0.004237334000208648,0.003084754943847634
0.004405073999805609,0.003084754943847634
0.004557497000860167,0.003084754943847634
0.004713788001026842,0.003084754943847634
0.00487062399952265,0.003084754943847634
0.005026491000535316,0.003084754943847634
0.00518767700123135,0.003084754943847634
0.005341215999578708,0.003084754943847634
0.005498537000676151,0.003084754943847634
0.005653801001244574,0.003084754943847634
0.005815366999740945,0.003084754943847634
0.005974015000902,0.003084754943847634
0.006127740000010817,0.003084754943847634
0.006288927999776206,0.003084754943847634
0.006466447999628144,0.003084754943847634
0.006630132000282174,0.003084754943847634
0.006791965000957134,0.003084754943847634
0.006943774000319536,0.003084754943847634
0.007067627000651555,0.003084754943847634
0.0071853570007078815,0.003084754943847634
0.0073355870008526836,0.003084754943847634
0.007490044001315255,0.003084754943847634
0.00758524299999408,0.003084754943847634
0.007671367000511964,0.003084754943847634
0.007756128999972134,0.003084754943847634
0.007888684000135981,0.003084754943847634
0.008021399000426754,0.003084754943847634
0.008173046000592876,0.003084754943847634
0.008287280999866198,0.003084754943847634
0.008437362001131987,0.003084754943847634
0.008588848000727012,0.003084754943847634
0.008681368000907241,0.003084754943847634
0.008767014000113704,0.003084754943847634
0.0088518650009064,0.003084754943847634
0.009116450000874465,0.003084754943847634
0.009335524000562145,0.003084754943847634
0.009448542999962228,0.003084754943847634
0.009543668000333128,0.003084754943847634
0,0
