delta,ram,epoch
0,0.0013275146484375,1602837340.3081763
0.0002578650019131601,0.0013275146484375,1602837340.3085742
0.00039966899203136563,0.0013275146484375,1602837340.3086717
0.0004950489965267479,0.0013275146484375,1602837340.3087616
0.0005842410027980804,0.0013275146484375,1602837340.3088577
0.000680752971675247,0.0018310546875,1602837340.308947
0.0007699239649809897,0.0018310546875,1602837340.3090336
0.000856150989420712,0.0018310546875,1602837340.3091187
0.0009416390093974769,0.0018310546875,1602837340.3092039
0.0010267879697494209,0.0018310546875,1602837340.309289
0.0011116300011053681,0.0018310546875,1602837340.309379
0.0012017220142297447,0.00231170654296875,1602837340.3094654
0.0012877410044893622,0.00231170654296875,1602837340.3095505
0.0013728109770454466,0.00231170654296875,1602837340.3096352
0.0014574530068784952,0.00231170654296875,1602837340.3097198
0.0015426530153490603,0.00231170654296875,1602837340.3098054
0.0016278789844363928,0.00231170654296875,1602837340.309904
0.0017277669976465404,0.00231170654296875,1602837340.3099935
0.0018161659827455878,0.00231170654296875,1602837340.3100786
0.0019009129609912634,0.00231170654296875,1602837340.3101635
0.0019860899774357677,0.00231170654296875,1602837340.3102477
0.0020700559834949672,0.00231170654296875,1602837340.3103313
0.002153843000996858,0.00231170654296875,1602837340.3104162
0.0022383349714800715,0.00231170654296875,1602837340.3105009
0.0023235019762068987,0.00231170654296875,1602837340.3105855
0.0024077760172076523,0.00231170654296875,1602837340.310706
0.002529159013647586,0.00231170654296875,1602837340.3107946
0.0026167919859290123,0.00231170654296875,1602837340.310885
0.002707569976337254,0.00231170654296875,1602837340.3109715
0.0027937759878113866,0.00231170654296875,1602837340.3110566
0.0028788020135834813,0.00231170654296875,1602837340.3111417
0.0029639650019817054,0.00231170654296875,1602837340.3112257
0.003048159007448703,0.00231170654296875,1602837340.3113108
0.0031335189705714583,0.00231170654296875,1602837340.3113954
0.0032177589600905776,0.00231170654296875,1602837340.3114793
0.003301688004285097,0.00231170654296875,1602837340.3115625
0.0033850930049084127,0.00231170654296875,1602837340.311647
0.0034694749629125,0.00231170654296875,1602837340.3117313
0.0035536499926820397,0.00231170654296875,1602837340.3118165
0.0036389739834703505,0.00231170654296875,1602837340.311909
0.003731252974830568,0.00231170654296875,1602837340.311995
0.0038176329690031707,0.00231170654296875,1602837340.3120794
0.0039017489762045443,0.00231170654296875,1602837340.3121638
0.003986051015090197,0.00231170654296875,1602837340.3122563
0.0040786530007608235,0.00231170654296875,1602837340.3123407
0.004163234960287809,0.00231170654296875,1602837340.312424
0.004246375989168882,0.00231170654296875,1602837340.3125076
0.004330221971031278,0.00231170654296875,1602837340.312592
0.0044143429840914905,0.00231170654296875,1602837340.3126762
0.004498344962485135,0.00231170654296875,1602837340.3127606
0.004582921974360943,0.00231170654296875,1602837340.3128445
0.004667142988182604,0.00231170654296875,1602837340.3129354
0.004758238967042416,0.00231170654296875,1602837340.3130274
0.004850175988394767,0.00231170654296875,1602837340.3131144
0.00493677199119702,0.00231170654296875,1602837340.3131995
0.00502253498416394,0.00231170654296875,1602837340.313285
0.005107805016450584,0.00231170654296875,1602837340.3133698
0.005192356009501964,0.00231170654296875,1602837340.3134544
0.00527653400786221,0.00231170654296875,1602837340.3135388
0.005361335992347449,0.00231170654296875,1602837340.3136232
0.005445785005576909,0.00231170654296875,1602837340.313708
0.005530308000743389,0.00231170654296875,1602837340.313792
0.005614432971924543,0.00231170654296875,1602837340.3138833
0.005706104973796755,0.00231170654296875,1602837340.3139682
0.005790730006992817,0.00231170654296875,1602837340.3140514
0.005873476970009506,0.00231170654296875,1602837340.314135
0.005957398971077055,0.00231170654296875,1602837340.3142183
0.006040329986717552,0.00231170654296875,1602837340.3143013
0.0061236610054038465,0.00231170654296875,1602837340.3143847
0.006206823978573084,0.00231170654296875,1602837340.3144677
0.006289794982876629,0.00231170654296875,1602837340.3145514
0.006373551965225488,0.00231170654296875,1602837340.3146496
0.006472445966210216,0.00231170654296875,1602837340.3147366
0.0065601569949649274,0.00231170654296875,1602837340.314823
0.006645535002462566,0.00231170654296875,1602837340.3149188
0.006741502962540835,0.00231170654296875,1602837340.3150053
0.006827369972597808,0.00231170654296875,1602837340.315088
0.006910701980814338,0.00231170654296875,1602837340.3151743
0.006998630007728934,0.00231170654296875,1602837340.3152628
0.0070851449854671955,0.00231170654296875,1602837340.3153455
0.007167638977989554,0.00231170654296875,1602837340.3154275
0.007249753980431706,0.00231170654296875,1602837340.31551
0.0073322029784321785,0.00231170654296875,1602837340.3155925
0.007414621999487281,0.00231170654296875,1602837340.3156784
0.007500973995774984,0.00231170654296875,1602837340.3157623
0.007584589009638876,0.00231170654296875,1602837340.3158448
0.007667043013498187,0.00231170654296875,1602837340.315934
0.007756740960758179,0.00231170654296875,1602837340.3160174
0.007839549973141402,0.00231170654296875,1602837340.3161
0.007922135991975665,0.00231170654296875,1602837340.3161824
0.008004367991816252,0.00231170654296875,1602837340.316264
0.00808617495931685,0.00231170654296875,1602837340.3163464
0.008168443979229778,0.00231170654296875,1602837340.3164282
0.00825050298590213,0.00231170654296875,1602837340.316516
0.008338264015037566,0.00231170654296875,1602837340.3166032
0.008425509964581579,0.00231170654296875,1602837340.3166864
0.008508533996064216,0.00231170654296875,1602837340.31677
0.008592343016061932,0.00231170654296875,1602837340.3168604
0.008682699000928551,0.00231170654296875,1602837340.3169456
0.00876807898748666,0.00231170654296875,1602837340.3170304
0.008852763974573463,0.00231170654296875,1602837340.317114
0.008936375961638987,0.00231170654296875,1602837340.3171978
0.00902015797328204,0.00231170654296875,1602837340.3172812
0.009103585965931416,0.00231170654296875,1602837340.3173656
0.009187901974655688,0.0027923583984375,1602837340.3174489
0.009271182003431022,0.0027923583984375,1602837340.3175309
0.009353087982162833,0.0027923583984375,1602837340.3176134
0.009435688960365951,0.0027923583984375,1602837340.3176963
0.009518434992060065,0.0027923583984375,1602837340.3177793
0.009601236961316317,0.0027923583984375,1602837340.317867
0.009689330996479839,0.00327301025390625,1602837340.317951
0.009773480996955186,0.00327301025390625,1602837340.3180344
0.009856604970991611,0.00327301025390625,1602837340.3181174
0.009939701994881034,0.00327301025390625,1602837340.3182003
0.010022395988926291,0.00327301025390625,1602837340.3182828
0.010224331985227764,0.003753662109375,1602837340.3185108
0.010419005004223436,0.003753662109375,1602837340.3187106
0.010615478968247771,0.003753662109375,1602837340.3189054
0.010807178972754627,0.00423431396484375,1602837340.31908
0.010972997988574207,0.00423431396484375,1602837340.3192403
0.011131904961075634,0.00423431396484375,1602837340.319399
0.011290335969533771,0.0047149658203125,1602837340.3195577
0.01144919398939237,0.0047149658203125,1602837340.3197167
0.011607681983150542,0.0047149658203125,1602837340.3199003
0.011793540965300053,0.0047149658203125,1602837340.3200662
0.01195787196047604,0.00519561767578125,1602837340.3202248
0.012116122990846634,0.00519561767578125,1602837340.320382
0.012274280015844852,0.00519561767578125,1602837340.3205414
0.01243371597956866,0.00519561767578125,1602837340.3207011
0.012592587969265878,0.00567626953125,1602837340.320864
0.012755252013448626,0.00567626953125,1602837340.321022
0.01291355601279065,0.00567626953125,1602837340.3211792
0.013070572982542217,0.00567626953125,1602837340.321336
0.013227759976871312,0.00567626953125,1602837340.3214934
0.013384737016167492,0.00567626953125,1602837340.3216505
0.013542164990212768,0.00567626953125,1602837340.3218083
0.013700634997803718,0.00615692138671875,1602837340.321977
0.013869260961655527,0.00615692138671875,1602837340.322137
